propozitie,cuvant,stadio88,iulia,user,petru,victor,sergiu,stadio88_iulia,stadio88_user,stadio88_petru,stadio88_victor,stadio88_sergiu,iulia_user,iulia_petru,iulia_victor,iulia_sergiu,user_petru,user_victor,user_sergiu,petru_victor,petru_sergiu,victor_sergiu,Agreement,Inter-rater Reliability
"Un astfel de acces ar putea fi utilizat pentru autentificarea la conectare, crearea unui nou cont de utilizator sau salvarea de informații textuale pentru a fi recuperate și studiate în viitor.",recuperate,2,4,1,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,6,
"Suzuki Pureharp este unul dintre micile  modele de producție care sunt acoperite în lemn, ceea ce produce un sunet moale  și plăcut .",micile,1,4,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"Suzuki Pureharp este unul dintre micile modele de producție care sunt acoperite în lemn, ceea ce produce un sunet moale și plăcut.",moale,1,2,1,1,1,3,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,6,
"Suzuki Pureharp este unul dintre micile modele de producție care sunt acoperite în lemn, ceea ce produce un sunet moale și plăcut.",plăcut,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"Romanii, care au folosit inițial acest stil , l-au considerat greoi și greu de manevrat  pe terenul muntos  și accidentat al Italiei.",stil,1,4,1,2,1,4,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,
"Romanii, care au folosit inițial acest stil, l-au considerat greoi și greu de manevrat pe terenul muntos și accidentat al Italiei.",manevrat,2,4,2,2,2,3,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,6,
"Romanii, care au folosit inițial acest stil, l-au considerat greoi și greu de manevrat pe terenul muntos și accidentat al Italiei.",muntos,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
Clătirea  cu alcool  nu îndepărtează cristalul violet care  maschează  colorantul roșu safanin adăugat.,Clătirea,2,4,1,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,4,
Clătirea cu alcool nu îndepărtează cristalul violet care maschează colorantul roșu safanin adăugat.,alcool,1,4,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,4,
Clătirea cu alcool nu îndepărtează cristalul violet care maschează colorantul roșu safanin adăugat.,maschează,2,2,1,2,2,2,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,10,
Linia mare și  curbată  din stânga este îndreptată  în mod elaborat  spre mine (mi).,curbată,1,2,1,2,1,2,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,6,
Linia mare și curbată din stânga este îndreptată în mod elaborat spre mine (mi).,îndreptată,1,4,1,2,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,6,
Linia mare și curbată din stânga este îndreptată în mod elaborat spre mine (mi).,elaborat,2,4,2,2,2,4,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,7,
"Unda purtătoare este  filtrată , iar un  difuzor  cântă în funcție de  amplitudinea  semnalului.",filtrată,2,4,2,2,2,5,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,6,
"Unda purtătoare este filtrată, iar un difuzor cântă în funcție de amplitudinea semnalului.",difuzor,2,4,2,2,2,4,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,7,
"Unda purtătoare este filtrată, iar un difuzor cântă în funcție de amplitudinea semnalului.",amplitudinea,4,4,2,2,4,5,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,
Elementul central  al mănăstirii  renovate  a fost un altar dedicat lui Edward.,central,1,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,7,
Elementul central al mănăstirii renovate a fost un altar dedicat lui Edward.,mănăstirii,1,4,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
Elementul central al mănăstirii renovate a fost un altar dedicat lui Edward.,renovate,1,2,1,2,2,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,6,
"Tabloul  clasic Playfair este  format  din patru alfabete, de obicei în  aranjament  pătrat, două texte în clar și două texte cifrate.",Tabloul,2,4,2,2,1,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,
"Tabloul clasic Playfair este format din patru alfabete, de obicei în aranjament pătrat, două texte în clar și două texte cifrate.",format,1,2,1,1,2,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,7,
"Tabloul clasic Playfair este format din patru alfabete, de obicei în aranjament pătrat, două texte în clar și două texte cifrate.",aranjament,2,4,2,1,2,2,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,6,
"Lucrarea combinată  trebuie să conțină doar un singur exemplar al prezentei licențe, iar secțiunile invariabile multiple și identice pot fi înlocuite  cu un singur exemplar.",combinată,1,2,1,2,1,2,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,6,
"Lucrarea combinată trebuie să conțină doar un singur exemplar al prezentei licențe, iar secțiunile invariabile multiple și identice pot fi înlocuite cu un singur exemplar.",identice,2,2,1,2,2,2,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,10,
"Lucrarea combinată trebuie să conțină doar un singur exemplar al prezentei licențe, iar secțiunile invariabile multiple și identice pot fi înlocuite cu un singur exemplar.",înlocuite,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
Dezavantajele   depășesc  beneficiile și nu există studii actuale care să demonstreze că  voucherele  funcționează.,Dezavantajele,1,4,1,1,2,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,6,
Dezavantajele depășesc beneficiile și nu există studii actuale care să demonstreze că voucherele funcționează.,depășesc,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
Dezavantajele depășesc beneficiile și nu există studii actuale care să demonstreze că voucherele funcționează.,voucherele,2,4,2,2,2,4,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,7,
"Diagnosticul  de schizofrenie nu ar trebui pus în prezența unor simptome  depresive  sau maniacale extinse, cu excepția cazului în care este clar că simptomele schizofrenice sunt anterioare  tulburărilor afective.",Diagnosticul,2,4,1,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,6,
"Diagnosticul de schizofrenie nu ar trebui pus în prezența unor simptome depresive sau maniacale extinse, cu excepția cazului în care este clar că simptomele schizofrenice sunt anterioare tulburărilor afective.",depresive,2,4,2,2,2,3,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,6,
"Diagnosticul de schizofrenie nu ar trebui pus în prezența unor simptome depresive sau maniacale extinse, cu excepția cazului în care este clar că simptomele schizofrenice sunt anterioare tulburărilor afective.",anterioare,2,2,1,2,2,2,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,10,
"Întreaga aplicație asamblată este platforma lor, iar birourile  personalului    afectat  reprezintă   domeniul  țintă pentru munca lor.",personalului,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,
"Întreaga aplicație asamblată este platforma lor, iar birourile personalului afectat reprezintă domeniul țintă pentru munca lor.",afectat,1,4,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4,
"Întreaga aplicație asamblată este platforma lor, iar birourile personalului afectat reprezintă domeniul țintă pentru munca lor.",domeniul,2,2,1,2,2,3,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,6,
"Vacuola alimentară  formată  , apoi  fuzionează  cu un lizozom și  digeră  alimentele.",formată,2,4,1,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,6,
"Vacuola alimentară formată , apoi fuzionează cu un lizozom și digeră alimentele.",fuzionează,4,5,2,4,2,4,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,4,
"Vacuola alimentară formată, apoi fuzionează cu un lizozom și digeră alimentele.",digeră,1,4,2,2,2,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,
"Formarea acestui  intermediar  și reacția ulterioară  au, în general, o  barieră  de energie de activare mult mai mică decât cea necesară pentru reacția directă de transformare a reactanților în produși.",intermediar,2,4,1,2,2,4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,4,
"Formarea acestui intermediar și reacția ulterioară au, în general, o barieră de energie de activare mult mai mică decât cea necesară pentru reacția directă de transformare a reactanților în produși.",ulterioară,2,2,2,2,2,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,10,
"Formarea acestui intermediar și reacția ulterioară au, în general, o barieră de energie de activare mult mai mică decât cea necesară pentru reacția directă de transformare a reactanților în produși.",barieră,4,4,2,2,2,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4,
"Obiectivele acestei proceduri vor fi distribuirea  de informații exacte, cu  aprobările  corecte, folosind tehnologii și strategii suficiente .",distribuirea,2,2,1,2,2,2,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,10,
"Obiectivele acestei proceduri vor fi distribuirea de informații exacte, cu aprobările corecte, folosind tehnologii și strategii suficiente.",aprobările,1,4,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4,
"Obiectivele acestei proceduri vor fi distribuirea de informații exacte, cu aprobările corecte, folosind tehnologii și strategii suficiente.",suficiente,1,2,1,1,2,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,7,
Chitara este un instrument de transpoziție  și este notată cu o octavă mai sus decât înălțimea sa reală pentru a evita utilizarea clapei  de bas în  notația  standard.,transpoziție,4,4,2,4,4,5,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,6,
Chitara este un instrument de transpoziție și este notată cu o octavă mai sus decât înălțimea sa reală pentru a evita utilizarea clapei de bas în notația standard.,clapei,2,4,1,4,2,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,
Chitara este un instrument de transpoziție și este notată cu o octavă mai sus decât înălțimea sa reală pentru a evita utilizarea clapei de bas în notația standard.,notația,2,4,2,2,2,3,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,6,
Senzorul   Hall  și inductorul utilizează o proprietate a câmpului magnetic  pentru a detecta curentul printr-un conductor din apropiere.,Senzorul,2,4,2,2,2,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,6,
Senzorul Hall și inductorul utilizează o proprietate a câmpului magnetic pentru a detecta curentul printr-un conductor din apropiere.,Hall,5,4,4,5,4,5,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,6,
Senzorul Hall și inductorul utilizează o proprietate a câmpului magnetic pentru a detecta curentul printr-un conductor din apropiere.,magnetic,2,4,1,2,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,4,
"Eroul a fost apoi chemat să participe la cel de-al doilea  rit  cel al cuceririi, învingând  pe generalul mercenar  Claudius.",rit,2,4,4,5,5,4,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,4,
"Eroul a fost apoi chemat să participe la cel de-al doilea rit cel al cuceririi, învingând pe generalul mercenar Claudius.",învingând,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"Eroul a fost apoi chemat să participe la cel de-al doilea rit cel al cuceririi, învingând pe generalul mercenar Claudius.",mercenar,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,
Analizatorul lexical  este partea din compilator care elimină spațiile albe și alte caractere  care nu sunt compilabile  din codul sursă.,lexical,2,2,2,2,2,4,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,10,
Analizatorul lexical este partea din compilator care elimină spațiile albe și alte caractere care nu sunt compilabile din codul sursă.,caractere,2,4,1,2,2,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,
Analizatorul lexical este partea din compilator care elimină spațiile albe și alte caractere care nu sunt compilabile din codul sursă.,compilabile,4,5,4,2,4,5,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,
Principalul motiv pentru care nu se permit mai multe  ieșiri  cu aceeași intrare este acela că ne permite să aplicăm aceeași funcție la diferite forme ale aceluiași lucru fără a schimba  echivalența  acestora.,ieșiri,2,1,4,2,4,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,4,
Principalul motiv pentru care nu se permit mai multe ieșiri cu aceeași intrare este acela că ne permite să aplicăm aceeași funcție la diferite forme ale aceluiași lucru fără a schimba echivalența acestora.,schimba,1,4,1,1,1,2,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,6,
Principalul motiv pentru care nu se permit mai multe ieșiri cu aceeași intrare este acela că ne permite să aplicăm aceeași funcție la diferite forme ale aceluiași lucru fără a schimba echivalența acestora.,echivalența,2,4,2,2,2,3,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,6,
"Majoritatea algelor marine, cum ar fi kelps (alge brune  foarte mari din ordinul Laminariales), în ciuda unei astfel de aparențe superficiale , nu au tulpini adevărate, frunze, rădăcini și nici un fel de sistem vascular ,  așa cum se găsește la plantele superioare.",brune,2,2,1,2,1,2,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,7,
"Majoritatea algelor marine, cum ar fi kelps (alge brune foarte mari din ordinul Laminariales), în ciuda unei astfel de aparențe superficiale, nu au tulpini adevărate, frunze, rădăcini și nici un fel de sistem vascular, așa cum se găsește la plantele superioare.",superficiale,2,2,1,4,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,
"Majoritatea algelor marine, cum ar fi kelps (alge brune foarte mari din ordinul Laminariales), în ciuda unei astfel de aparențe superficiale, nu au tulpini adevărate, frunze, rădăcini și nici un fel de sistem vascular, așa cum se găsește la plantele superioare.",vascular,4,5,2,2,2,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,
"A doua zi, în timpul Fajr Salaah, l-a înjunghiat  pe Sayyiduna Umar (radi Allahu anhu) de 6 ori în spate, rănind  grav  pe calif.",înjunghiat,1,4,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4,
"A doua zi, în timpul Fajr Salaah, l-a înjunghiat pe Sayyiduna Umar (radi Allahu anhu) de 6 ori în spate, rănind grav pe calif.",rănind,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"A doua zi, în timpul Fajr Salaah, l-a înjunghiat pe Sayyiduna Umar (radi Allahu anhu) de 6 ori în spate, rănind grav pe calif.",grav,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
"Partea nordică a continentului, care acoperă  o mare parte din Siberia, era, de asemenea, inaccesibilă nomazilor  din stepă  din cauza pădurilor dense și a tundrei.",acoperă,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
"Partea nordică a continentului, care acoperă o mare parte din Siberia, era, de asemenea, inaccesibilă nomazilor din stepă din cauza pădurilor dense și a tundrei.",nomazilor,2,2,1,4,2,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6,
"Partea nordică a continentului, care acoperă o mare parte din Siberia, era, de asemenea, inaccesibilă nomazilor din stepă din cauza pădurilor dense și a tundrei.",stepă,2,4,2,2,2,2,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
Ceilalți au murit  pe mare sau în închisoare  în  așteptarea  procesului.,murit,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
Ceilalți au murit pe mare sau în închisoare în așteptarea procesului.,închisoare,1,4,1,2,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,6,
Ceilalți au murit pe mare sau în închisoare în așteptarea procesului.,așteptarea,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
"Motivul pentru care leziunile  hipotalamice  afectează  grăsimea corporală și comportamentul alimentar are, de fapt, mult de-a face cu semnalizarea  leptinei .",hipotalamice,4,4,5,4,4,5,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,7,
"Motivul pentru care leziunile hipotalamice afectează grăsimea corporală și comportamentul alimentar are, de fapt, mult de-a face cu semnalizarea leptinei.",afectează,2,4,1,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,6,
"Motivul pentru care leziunile hipotalamice afectează grăsimea corporală și comportamentul alimentar are, de fapt, mult de-a face cu semnalizarea leptinei.",leptinei,4,5,4,5,5,5,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,7,
Descrierea   configurației  relative este încă utilizată în principal  în glicochimie.,Descrierea,1,4,1,1,1,2,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,6,
Descrierea configurației relative este încă utilizată în principal în glicochimie.,configurației,2,4,2,2,2,4,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,7,
Descrierea configurației relative este încă utilizată în principal în glicochimie.,principal,1,2,1,2,2,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,6,
"Același principiu se aplica, desigur, și la reflexul cu un singur obiectiv, dar primele SLR-uri au provocat întârzieri și neplăceri  din cauza necesității de a muta oglinda în afara  planului   focal pentru a permite luminii să ajungă la  placa  din spatele ei.",neplăceri,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
"Același principiu se aplica, desigur, și la reflexul cu un singur obiectiv, dar primele SLR-uri au provocat întârzieri și neplăceri din cauza necesității de a muta oglinda în afara planului focal pentru a permite luminii să ajungă la placa din spatele ei.",planului,4,2,2,2,2,4,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,7,
"Același principiu se aplica, desigur, și la reflexul cu un singur obiectiv, dar primele SLR-uri au provocat întârzieri și neplăceri din cauza necesității de a muta oglinda în afara planului focal pentru a permite luminii să ajungă la placa din spatele ei.",placa,4,4,2,2,1,4,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,
Mărimea razei de  aggro  variază uneori în funcție de  facțiune  și de con și poate fi  sferică  în anumite medii.,aggro,5,5,4,5,5,5,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,10,
Mărimea razei de aggro variază uneori în funcție de facțiune și de con și poate fi sferică în anumite medii.,facțiune,4,5,5,2,2,5,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,4,
Mărimea razei de aggro variază uneori în funcție de facțiune și de con și poate fi sferică în anumite medii.,sferică,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,
"Teatrul  a contribuit  cu strigăte  dramatice , inclusiv cele ale lui Mary Otis Warren.",Teatrul,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
"Teatrul a contribuit cu strigăte dramatice, inclusiv cele ale lui Mary Otis Warren.",contribuit,1,2,1,2,2,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,6,
"Teatrul a contribuit cu strigăte dramatice, inclusiv cele ale lui Mary Otis Warren.",dramatice,1,4,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,
"Există, de asemenea, diferite  stiluri  de editare  în sensul cât de îndrăzneți  sunt dispuși să fie oamenii.",stiluri,1,4,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4,
"Există, de asemenea, diferite stiluri de editare în sensul cât de îndrăzneți sunt dispuși să fie oamenii.",editare,2,4,1,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,6,
"Există, de asemenea, diferite stiluri de editare în sensul cât de îndrăzneți sunt dispuși să fie oamenii.",îndrăzneți,1,2,1,1,2,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,7,
"Este clar că este nevoie de o structură diferită a cărților, deoarece acestea sunt destinate  să fie (cel puțin în cele din urmă)  tipărite  și, prin urmare, ar trebui să aibă un stil  liniar .",destinate,2,2,1,2,2,2,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,10,
"Este clar că este nevoie de o structură diferită a cărților, deoarece acestea sunt destinate să fie (cel puțin în cele din urmă) tipărite și, prin urmare, ar trebui să aibă un stil liniar.",tipărite,1,4,1,1,2,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,6,
"Este clar că este nevoie de o structură diferită a cărților, deoarece acestea sunt destinate să fie (cel puțin în cele din urmă) tipărite și, prin urmare, ar trebui să aibă un stil liniar.",liniar,2,4,2,2,4,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,4,
Există o  ușoară  tendință  de atac din partea opusă  a halogenului.,ușoară,1,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,7,
Există o ușoară tendință de atac din partea opusă a halogenului.,tendință,2,2,2,1,2,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,7,
Există o ușoară tendință de atac din partea opusă a halogenului.,opusă,1,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,7,
"De asemenea, este posibil să existe taxe  de licență separate pentru distribuția de formate de date multimedia brevetate , cum ar fi imaginile GIF, care, dacă nu în fapt, cel puțin din punct de vedere  filozofic , încalcă principiile GFDL, împiedicându-vă să utilizați liber imaginea sau fotografia.",taxe,1,4,1,2,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,4,
"De asemenea, este posibil să existe taxe de licență separate pentru distribuția de formate de date multimedia brevetate, cum ar fi imaginile GIF, care, dacă nu în fapt, cel puțin din punct de vedere filozofic, încalcă principiile GFDL, împiedicându-vă să utilizați liber imaginea sau fotografia.",brevetate,4,4,2,4,4,2,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,7,
"De asemenea, este posibil să existe taxe de licență separate pentru distribuția de formate de date multimedia brevetate, cum ar fi imaginile GIF, care, dacă nu în fapt, cel puțin din punct de vedere filozofic, încalcă principiile GFDL, împiedicându-vă să utilizați liber imaginea sau fotografia.",filozofic,2,4,2,2,2,3,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,6,
"Prin urmare, indiferent cât de mult argou folosiți în limba dvs. maternă,  limitarea  utilizării argoului în limba franceză (proporțional cu nivelul dvs. de fluență) va limita, de asemenea, cât de mult sunteți tratat cu condescendență  și  amuzament  de către ascultătorii nativi.",limitarea,2,4,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,4,
"Prin urmare, indiferent cât de mult argou folosiți în limba dvs. maternă, limitarea utilizării argoului în limba franceză (proporțional cu nivelul dvs. de fluență) va limita, de asemenea, cât de mult sunteți tratat cu condescendență și amuzament de către ascultătorii nativi.",condescendență,4,4,2,5,4,4,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,6,
"Prin urmare, indiferent cât de mult argou folosiți în limba dvs. maternă, limitarea utilizării argoului în limba franceză (proporțional cu nivelul dvs. de fluență) va limita, de asemenea, cât de mult sunteți tratat cu condescendență și amuzament de către ascultătorii nativi.",amuzament,1,4,1,2,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,4,
"Acestea sunt, în principal, linii directoare privind comportamentul administratorilor, dar pot fi utile atunci când aveți un litigiu  serios cu administratorii  sau când vă adresați comisarilor  și unei comisii de arbitraj.",litigiu,4,4,2,4,2,4,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,7,
"Acestea sunt, în principal, linii directoare privind comportamentul administratorilor, dar pot fi utile atunci când aveți un litigiu serios cu administratorii sau când vă adresați comisarilor și unei comisii de arbitraj.",administratorii,4,2,2,2,2,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,10,
"Acestea sunt, în principal, linii directoare privind comportamentul administratorilor, dar pot fi utile atunci când aveți un litigiu serios cu administratorii sau când vă adresați comisarilor și unei comisii de arbitraj.",comisarilor,4,4,2,4,2,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,
"Aceste stiluri de pachete  nu se descurcă bine împotriva  pachetelor  cu orice tip de dezorganizare sau control, așa că în prezent nu au parte  de prea mult joc.",pachete,2,4,2,2,1,4,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,4,
"Aceste stiluri de pachete nu se descurcă bine împotriva pachetelor cu orice tip de dezorganizare sau control, așa că în prezent nu au parte de prea mult joc.",pachetelor,2,4,2,2,1,4,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,4,
"Aceste stiluri de pachete nu se descurcă bine împotriva pachetelor cu orice tip de dezorganizare sau control, așa că în prezent nu au parte de prea mult joc.",parte,1,2,1,2,2,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,6,
"Aceste diagrame trebuie  interpretate  ca niște hărți  topografice , unde liniile reprezintă curbe de nivel constante >.",interpretate,,2,,2,,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,
"Aceste diagrame trebuie interpretate ca niște hărți topografice, unde liniile reprezintă curbe de nivel constante >.",topografice,,4,,3,,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
"Aceste diagrame trebuie interpretate ca niște hărți topografice, unde liniile reprezintă curbe de nivel constante >.",constante,,4,,2,,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
"Acestea necesitau bani, iar o nouă lume  interlopă  a criminalității a apărut pentru a le finanța  și a  profita  de pe urma lor.",interlopă,1,4,2,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,
"Acestea necesitau bani, iar o nouă lume interlopă a criminalității a apărut pentru a le finanța și a profita de pe urma lor.",finanța,2,4,1,2,2,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,4,
"Acestea necesitau bani, iar o nouă lume interlopă a criminalității a apărut pentru a le finanța și a profita de pe urma lor.",profita,1,4,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4,
"În general, le este mai bine să își folosească Ne-ul, precum și capacitățile  de raționament ale lui Ti, pentru a afla  adevărul, decât să se bazeze  pe tradițiile Si.",capacitățile,2,4,2,2,2,2,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"În general, le este mai bine să își folosească Ne-ul, precum și capacitățile de raționament ale lui Ti, pentru a afla adevărul, decât să se bazeze pe tradițiile Si.",afla,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
"În general, le este mai bine să își folosească Ne-ul, precum și capacitățile de raționament ale lui Ti, pentru a afla adevărul, decât să se bazeze pe tradițiile Si.",bazeze,1,4,1,1,2,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,6,
"Acestea transformă energia solară în energie chimică prin  absorbția   luminii  și utilizarea acesteia pentru a stimula sinteza compușilor organici , cum ar fi zahărul, din dioxid de carbon și apă.",absorbția,2,4,1,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,6,
"Acestea transformă energia solară în energie chimică prin absorbția luminii și utilizarea acesteia pentru a stimula sinteza compușilor organici, cum ar fi zahărul, din dioxid de carbon și apă.",luminii,1,1,1,1,1,2,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,10,
"Acestea transformă energia solară în energie chimică prin absorbția luminii și utilizarea acesteia pentru a stimula sinteza compușilor organici, cum ar fi zahărul, din dioxid de carbon și apă.",organici,2,5,2,2,4,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,
Acestea nu  interferează  cu gesturile  de care  magii  au nevoie pentru a face vrăji.,interferează,2,2,1,4,2,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,
Acestea nu interferează cu gesturile de care magii au nevoie pentru a face vrăji.,gesturile,1,2,1,2,2,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,6,
Acestea nu interferează cu gesturile de care magii au nevoie pentru a face vrăji.,magii,2,2,1,4,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,
Ei au lăsat în urmă o  profeție  conform căreia lumea se va sfârși la 21 decembrie 2012 și va avea  loc cel de-al  cincilea  ciclu al lumii.,profeție,2,4,1,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,6,
